Date,Nitrogen,Phosphorus,Potassium,pH,CropSeason
2019-09-01,22.56558802323947,36.94819238326189,245.72309415775948,5.579066281563228,Zaid
2019-10-01,49.97562991688203,124.81045387077857,217.5174111441768,8.621901372731031,Rabi
2019-11-01,11.532958672187206,251.34086579820317,75.08446747774435,8.891311112147013,Rabi
2019-12-01,82.9592343446324,61.7240942354326,98.19992079349095,0.6342561368086232,Rabi
2020-01-01,99.11270887081791,171.39456458849904,217.0398512367985,5.244576604770597,Rabi
2020-02-01,69.19400310234346,194.21300190882297,80.81511131485081,8.76203881999931,Zaid
2020-03-01,211.328064833742,60.597573718061916,43.22065040495359,7.043907620121228,Zaid
2020-04-01,90.97209830686526,185.6951688960242,141.9843219268793,11.990857776636512,Kharif
2020-05-01,71.63829997028209,93.78469884340957,238.71946741099916,9.22171084266523,Kharif
2020-06-01,138.38750120535335,161.23798680136278,177.48759815211812,2.2810819791400156,Kharif
2020-07-01,35.93567736856448,161.55007624402816,145.36559837278807,0.9879624636060178,Kharif
2020-08-01,204.5602300922801,136.6225444390634,24.780005911545977,8.99386989488842,Zaid
2020-09-01,19.01041413834156,23.023891363874117,156.8268428082883,0.3711583475827054,Zaid
2020-10-01,251.65616883313191,213.00213637525567,252.46373177658714,8.200858137828487,Rabi
2020-11-01,196.92241617064764,81.79891656779263,35.72142388531363,13.163223379949406,Rabi
2020-12-01,50.67249879121396,47.562220151962826,132.17406135275286,8.056638490262305,Rabi
2021-01-01,1.4081398665186118,10.397661096464798,223.73013334162863,5.434378966891307,Rabi
2021-02-01,207.94266425598272,150.67770051300167,188.89599752732212,9.006035058192944,Zaid
2021-03-01,180.24862268114236,172.778912269782,177.73901395379335,6.415540466881232,Zaid
2021-04-01,185.89682785045176,4.229896376603318,179.13344141671286,7.638635050423089,Kharif
2021-05-01,196.67393840491616,130.58372986631665,91.67024356103757,13.180507322871353,Kharif
2021-06-01,18.88138619219304,57.75642267547418,74.8659202874458,5.40543692921084,Kharif
2021-07-01,91.40876077878951,164.51906155440972,206.38709464702097,13.4566678935348,Kharif
2021-08-01,29.546610178908075,44.46343939627282,206.5789156431911,12.674908987384892,Zaid
2021-09-01,220.09137359827633,176.18912321612882,221.10344123792643,2.74107588705015,Zaid
2021-10-01,158.94102234102726,98.61751330663704,232.8763409019002,0.9710582122523164,Rabi
2021-11-01,84.37899633742555,238.8661471278673,130.39231170953914,1.4108920192839731,Rabi
2021-12-01,16.207379322936028,35.06784075722828,127.88665514523589,0.2551055591216962,Rabi
2022-01-01,79.30049203749387,86.97191951781592,203.56527063652766,1.3222014505829975,Rabi
2022-02-01,82.9217471168205,28.935747916350213,165.7408023483301,9.562094827828997,Zaid
2022-03-01,186.04957547620634,235.79687266103352,179.00155370071437,0.9966410784432058,Zaid
2022-04-01,162.57715519557934,223.72153511215015,202.92713070620576,4.4656588241126585,Kharif
2022-05-01,226.23924935696326,65.77511506736468,226.95136216347942,11.828254353572364,Kharif
2022-06-01,120.41480591629707,168.29593173871567,86.18876499714163,0.3258071003015621,Kharif
2022-07-01,30.496532714266934,208.39166105131002,95.77365292318572,11.402558756245101,Kharif
2022-08-01,181.87742074186372,141.5762069578629,23.965394659421595,3.945966846827599,Zaid
2022-09-01,194.00018739730885,135.06089748078165,147.46143595402435,1.6543075867031876,Zaid
2022-10-01,143.12568538022154,61.67233417961518,9.165279818169232,9.75432031509811,Rabi
2022-11-01,196.59663088841305,23.7412057905043,118.72749462377735,8.805199854918376,Rabi
2022-12-01,125.91787707291964,228.79001827809833,138.37438185043203,12.28460818937874,Rabi
